,Event Flag,Event Time,Previous Event,Status,Tagname
867,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .AUX_UNIDADE DISJ 52B QV-09
868,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .AUX_UNIDADE DISJ 52-2 UMCC-17
869,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .AUX_UNIDADE UMCC DISJ 52-3
870,245,31/Jan/2022 00:00:17.000,,DESACT,U17     .RTC UNIDADE 17
871,245,31/Jan/2022 00:00:17.000,,,U17     .REG_VELOC VALV ISOLADORA 20QT
872,245,31/Jan/2022 00:00:17.000,,NORMAL,U17     .REG_VELOC MEDICAO MW
873,245,31/Jan/2022 00:00:17.000,,NORMAL,U17     .AUX_UNIDADE UMCC DISJ 52-1 TENSAO ENTRADA
874,245,31/Jan/2022 00:00:17.000,,NORMAL,U17     .AGUA_PURA PWB ALIMENTACAO 24VCC (CONDUTIVIDADE)
875,245,31/Jan/2022 00:00:17.000,,NORMAL,U17     .AGUA_PURA PWB ANUNCIADOR
876,245,31/Jan/2022 00:00:17.000,,NORMAL,U17     .AUX_UNIDADE UMCC BARRA TENSAO
877,245,31/Jan/2022 00:00:17.000,,,U17     .REG_VELOC DISTRIBUIDOR POS COM CARGA
878,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU PORTA CORTAFOGO 98.50
879,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .SUPERV/CONTR U17 MODO OPERAC CONV-SCADA (CONV)
880,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .SUPERV/CONTR U17 MODO OPERAC CONV-SCADA(SCADA1)
881,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .SUPERV/CONTR U17 MODO OPERAC CONV-SCADA(SCADA2)
882,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .U17
883,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .RTC_AUX_UNIDADE TENSAO ANTES DO DISJ 52-1
884,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .SUPERV/CONTR U17 MODO OPERAC 43PB SCADA
885,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .RTC_AUX_UNIDADE TENSAO ANTES DO DISJ 52-2
886,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .ANUNCIADOR_CCR DC RECONHECIMENTO
887,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .SUPERV/CONTR U17 MODO OPERAC 43PB CONV COMAN
888,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .ANUNCIADOR_CCR AC RECONHECIMENTO
889,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .ANUNCIADOR_CCR DC REARME
890,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .ANUNCIADOR_CCR AC REARME
891,245,31/Jan/2022 00:00:17.000,,DESAT,U17     .TRAFO TU17 SOBRECARGA
892,245,31/Jan/2022 00:00:17.000,,BOMBA1,U17     .GERADOR PAP CHAVE 43AP2 SELETADO
893,245,31/Jan/2022 00:00:17.000,,BOMBA1,U17     .AGUA_PURA PWB CHAVE 43PW2 SELETADO
894,245,31/Jan/2022 00:00:17.000,,SIM,U17     .TOMADA_DAGUA CIRCUITO FECHAMENTO PRONTO P/OPERAC
895,245,31/Jan/2022 00:00:17.000,,DESAPL,U17     .REG_VELOC TRAVA MANUAL SERVOMOTOR
896,245,31/Jan/2022 00:00:17.000,,,U17     .GERADOR CIRCUITO FREIOS
897,245,31/Jan/2022 00:00:17.000,,Unaval,U17     .SUPERV/CONTR U17 MODO OPERAC CONV-SCADA
898,245,31/Jan/2022 00:00:17.000,,,U17     .ESTADO
899,245,31/Jan/2022 00:00:17.000,,,U17     .TOMADA_DAGUA COMPORTA POSICAO
900,246,31/Jan/2022 00:00:18.000,,NAO,U17     .SUPERV/CONTR UN SINCRONIZADA
901,247,31/Jan/2022 00:00:18.000,,DISP,U17     .GERADOR BOMBA 1 MANC ESC DISJ
902,247,31/Jan/2022 00:00:18.000,,LIGADO,U17     .GERADOR BOMBA 1 MANC ESC
903,248,31/Jan/2022 00:00:18.000,,ABERT,U17     .REG_VELOC REALIMENTACAO
904,249,31/Jan/2022 00:00:20.000,,ABERTO,U17     .AUX_UNIDADE DISJ 52-1 UMCC-17
905,249,31/Jan/2022 00:00:20.000,,REARM,U17     .AUX_UNIDADE DISJ 52-1 UMCC-17 DISP
906,250,31/Jan/2022 00:00:21.000,,DESLIG,U17     .AGUA_PURA BOMBA 1
907,250,31/Jan/2022 00:00:21.000,,REARM,U17     .AGUA_PURA BOMBA 1 DISJ
908,250,31/Jan/2022 00:00:21.000,,REARM,U17     .AGUA_PURA BOMBA 1 TENSAO 120 VCA CONTROLE
909,251,31/Jan/2022 00:00:21.000,,FALHA,U17     .AGUA_PURA BOMBA 1 TENSAO 120 VCA CONTROLE
910,252,31/Jan/2022 00:00:21.000,,DESLIG,U17     .AUX_UNIDADE VENTILADOR 1 ANEL COLETOR
911,253,31/Jan/2022 00:00:21.000,,REARM,U17     .GERADOR BOMBA 1 MANC ESC DISJ
912,253,31/Jan/2022 00:00:21.000,,DESLIG,U17     .GERADOR BOMBA 1 MANC ESC
913,254,31/Jan/2022 00:00:21.000,,FALHA,U17     .TU KT-17 TENSAO CA 460VCA
914,255,31/Jan/2022 00:00:21.000,,FALHA,U17     .TU KT-17 TENSAO CA COMANDO FASES
915,256,31/Jan/2022 00:00:21.000,,ANOR,U17     .TU TROCADOR CALOR PRINC AGUA FLUXO
916,257,31/Jan/2022 00:00:21.000,,ABERTO,U17     .TURBINA VALVULA BORBOLETA 1
917,258,31/Jan/2022 00:00:21.000,,ABERTO,U17     .TURBINA VALVULA BORBOLETA 2
918,-1,31/Jan/2022 00:00:21.000,,,ANALOG PT.  U17     GERADOR FREQUENCIA          
919,-1,31/Jan/2022 00:00:21.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
920,261,31/Jan/2022 00:00:22.000,,ATUADO,U17     .AUX_UNIDADE DISJ 52-2 UMCC-17 DISP
921,261,31/Jan/2022 00:00:22.000,,FECHAD,U17     .AUX_UNIDADE DISJ 52-2 UMCC-17
922,262,31/Jan/2022 00:00:22.000,,PARADA,U17     .REG_VELOC VALV SOLENOIDE BA POSICAO
923,263,31/Jan/2022 00:00:22.000,,PARADA,U17     .REG_VELOC VALV SOLENOIDE BB POSICAO
924,-1,31/Jan/2022 00:00:22.000,,,ANALOG PT.  U17     GERADOR TENSAO RDV          
925,-1,31/Jan/2022 00:00:23.000,,,ANALOG PT.  U17     EXCITACAO POTENCIOMETRO AUTO
926,-1,31/Jan/2022 00:00:23.000,,,ANALOG PT.  U17     EXCITACAO POTENCIOMETRO MANU
927,-1,31/Jan/2022 00:00:23.000,,,ANALOG PT.  U17     GERADOR CORRENTE            
928,-1,31/Jan/2022 00:00:23.000,,,ANALOG PT.  U17     REG_VELOC DISTRIBUIDOR POSIC
929,269,31/Jan/2022 00:00:24.000,,NAO,U17     .EXCITACAO EXCITACAO CONECTADA
930,270,31/Jan/2022 00:00:24.000,,SIM,U17     .EXCITACAO PRONTO PARA OPERACAO
931,271,31/Jan/2022 00:00:24.000,,SIM,U17     .GERADOR BOMBA MANC ESC OLEO PRESSAO NORMAL
932,272,31/Jan/2022 00:00:24.000,,SIM,U17     .REG_VELOC DISTRIBUIDOR FECHADO
933,273,31/Jan/2022 00:00:24.000,,SIM,U17     .SUPERV/CONTR CARG/FREQ AJUSTE POSICAO VAZIO
934,274,31/Jan/2022 00:00:24.000,,NAO,U17     .SUPERV/CONTR UN PREPARACAO DE PARTIDA ACIONADA
935,274,31/Jan/2022 00:00:24.000,,NAO,U17     .SUPERV/CONTR UN PREPARACAO DE PARTIDA COMPLETA
936,275,31/Jan/2022 00:00:25.000,,SIM,U17     .EXCITACAO REG TENS AUTO/MAN POSICAO VAZIO
937,276,31/Jan/2022 00:00:26.000,,Back,U17     .REG_VELOC TRAVA HIDRAULICA DISTRIBUIDOR
938,-1,31/Jan/2022 00:00:27.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
939,278,31/Jan/2022 00:00:34.000,,NAO,U17     .REG_VELOC VELOC UNID MAIOR/IGUAL 80% V.NOM
940,278,31/Jan/2022 00:00:34.000,,NAO,U17     .REG_VELOC VELOC UNID MAIOR/IGUAL 90% V.NOM
941,278,31/Jan/2022 00:00:34.000,,NAO,U17     .REG_VELOC VELOC UNID MAIOR/IGUAL 110% V.NOM
942,-1,31/Jan/2022 00:00:35.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
943,-1,31/Jan/2022 00:00:46.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
944,281,31/Jan/2022 00:00:47.000,,NAO,U17     .REG_VELOC VELOC UNID MAIOR/IGUAL 80% V.NOM
945,281,31/Jan/2022 00:00:47.000,,NAO,U17     .REG_VELOC VELOC UNID MAIOR/IGUAL 90% V.NOM
946,281,31/Jan/2022 00:00:47.000,,NAO,U17     .REG_VELOC VELOC UNID MAIOR/IGUAL 110% V.NOM
947,282,31/Jan/2022 00:00:48.000,,NAO,U17     .AGUA_PURA LIBERACAO PARA EXCITACAO
948,-1,31/Jan/2022 00:00:56.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
949,-1,31/Jan/2022 00:01:11.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
950,285,31/Jan/2022 00:01:27.000,,SIM,U17     .REG_VELOC VELOC UNID MENOR/IGUAL 25% V.NOM
951,285,31/Jan/2022 00:01:27.000,,SIM,U17     .REG_VELOC VELOC UNID MENOR/IGUAL 50% V.NOM
952,-1,31/Jan/2022 00:01:39.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
953,-1,31/Jan/2022 00:01:55.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
954,-1,31/Jan/2022 00:02:11.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
955,-1,31/Jan/2022 00:02:26.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
956,-1,31/Jan/2022 00:02:43.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
957,-1,31/Jan/2022 00:03:01.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
958,-1,31/Jan/2022 00:03:16.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
959,-1,31/Jan/2022 00:03:37.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
960,-1,31/Jan/2022 00:04:05.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
961,295,31/Jan/2022 00:04:37.000,,FECHAD,U17     .TURBINA VALVULA BORBOLETA 1
962,296,31/Jan/2022 00:04:37.000,,FECHAD,U17     .TURBINA VALVULA BORBOLETA 2
963,297,31/Jan/2022 00:04:39.000,,SIM,U17     .GERADOR UN COMANDO DE APLICAR FREIOS
964,298,31/Jan/2022 00:04:39.000,,SIM,U17     .REG_VELOC VELOC UNID MENOR/IGUAL 25% V.NOM
965,298,31/Jan/2022 00:04:39.000,,SIM,U17     .REG_VELOC VELOC UNID MENOR/IGUAL 50% V.NOM
966,299,31/Jan/2022 00:04:41.000,,NAO,U17     .GERADOR FREIOS DESAPLICADOS
967,-1,31/Jan/2022 00:04:45.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
968,301,31/Jan/2022 00:04:48.000,,SIM,U17     .GERADOR FREIOS APLICADOS
969,-1,31/Jan/2022 00:05:18.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
970,-1,31/Jan/2022 00:05:48.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
971,-1,31/Jan/2022 00:06:18.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
972,-1,31/Jan/2022 00:06:48.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
973,306,31/Jan/2022 00:07:01.000,,REARM,U17     .AGUA_PURA VALV AGUA BRUTA UMCC/DISJ
974,306,31/Jan/2022 00:07:01.000,,NAO,U17     .AGUA_PURA VALV AGUA BRUTA TOTALMENTE ABERTA
975,306,31/Jan/2022 00:07:01.000,,REARM,U17     .AGUA_PURA VALV AGUA BRUTA TENSAO 460VCA
976,306,31/Jan/2022 00:07:01.000,,REARM,U17     .AGUA_PURA VALV AGUA BRUTA LIMITORQUE
977,306,31/Jan/2022 00:07:01.000,,NAO,U17     .AGUA_PURA VALV AGUA BRUTA EM POSICAO ANORMAL
978,306,31/Jan/2022 00:07:01.000,,FECHAD,U17     .AGUA_PURA VALV AGUA BRUTA
979,-1,31/Jan/2022 00:07:01.000,,,ANALOG PT.  U17     REG_VELOC VELOCIDADE DA UNID
980,308,31/Jan/2022 00:07:07.000,,SIM,U17     .SUPERV/CONTR UN TOTALMENTE PARADA
981,309,31/Jan/2022 00:07:08.000,,LIGADO,U17     .GERADOR RES AQUEC BASE INFERIOR ESTATOR
982,310,31/Jan/2022 00:07:08.000,,LIGADO,U17     .GERADOR RESIST AQUEC REC GERADOR
983,311,31/Jan/2022 00:07:08.000,,LIGADO,U17     .GERADOR RESIST AQUEC RECINTO ANEL COLETOR
984,312,31/Jan/2022 00:07:09.000,,,SF6_60  .VAO_U17 SEC 96U17 A-52
985,313,31/Jan/2022 00:07:09.000,,DESLIG,U17     .REG_VELOC BOMBA 1
986,313,31/Jan/2022 00:07:09.000,,REARM,U17     .REG_VELOC BOMBA 1 INFILTRACAO DISJ
987,313,31/Jan/2022 00:07:09.000,,MANUAL,U17     .REG_VELOC BOMBA 1/2 INFILTRACAO
988,313,31/Jan/2022 00:07:09.000,,DESLIG,U17     .REG_VELOC BOMBA 1 INFILTRACAO
989,313,31/Jan/2022 00:07:09.000,,REARM,U17     .REG_VELOC BOMBA 1 SOBRECORRENTE
990,314,31/Jan/2022 00:07:09.000,,DESLIG,U17     .REG_VELOC BOMBA 2
991,314,31/Jan/2022 00:07:09.000,,DESLIG,U17     .REG_VELOC BOMBA 2 INFILTRACAO
992,314,31/Jan/2022 00:07:09.000,,REARM,U17     .REG_VELOC BOMBA 2 SOBRECORRENTE
993,314,31/Jan/2022 00:07:09.000,,REARM,U17     .REG_VELOC BOMBA 2 INFILTR TERMICO/SUBTENSAO
994,315,31/Jan/2022 00:07:09.000,,DESLIG,U17     .REG_VELOC BOMBA 3
995,315,31/Jan/2022 00:07:09.000,,REARM,U17     .REG_VELOC BOMBA 3 SOBRECORRENTE
996,316,31/Jan/2022 00:07:09.000,,,U17     .REG_VELOC VALV ISOLADORA 20QT
997,317,31/Jan/2022 00:07:19.000,,DESLIG,U17     .EXCITACAO SISTEMA RESFRIAMENTO
998,318,31/Jan/2022 00:07:27.000,,SIM,U17     .AGUA_PURA AGUA PURA PRONTA P/OPERACAO
999,319,31/Jan/2022 00:07:27.000,,REARM,U17     .AGUA_PURA VALV AGUA BRUTA UMCC/DISJ
1000,319,31/Jan/2022 00:07:27.000,,NAO,U17     .AGUA_PURA VALV AGUA BRUTA TOTALMENTE ABERTA
1001,319,31/Jan/2022 00:07:27.000,,REARM,U17     .AGUA_PURA VALV AGUA BRUTA TENSAO 460VCA
1002,319,31/Jan/2022 00:07:27.000,,REARM,U17     .AGUA_PURA VALV AGUA BRUTA LIMITORQUE
1003,319,31/Jan/2022 00:07:27.000,,NAO,U17     .AGUA_PURA VALV AGUA BRUTA EM POSICAO ANORMAL
1004,319,31/Jan/2022 00:07:27.000,,FECHAD,U17     .AGUA_PURA VALV AGUA BRUTA
1005,320,31/Jan/2022 00:07:28.000,,SIM,U17     .SUPERV/CONTR UN PRONTA PARA OPERACAO
1006,320,31/Jan/2022 00:07:28.000,,SIM,U17     .SUPERV/CONTR UN PRONTA PARA SINCRONISMO
1007,321,31/Jan/2022 00:07:51.000,,SIM,U17     .SUPERV/CONTR AUXILIARES PARADA DESCONECTADOS
1008,322,31/Jan/2022 00:07:51.000,,ANOR,U17     .TU TROCADOR CALOR PRINC AGUA FLUXO
1009,-1,31/Jan/2022 00:07:52.000,,,**COMENT**                                      
1010,-1,31/Jan/2022 00:07:52.000,,,**COMENT**                                      
1011,-1,31/Jan/2022 00:07:52.000,,,**RELE 95V/HZ RAP 09/2018 - FIM**               
1012,-1,31/Jan/2022 00:07:52.000,,,**COMENT**                                      
1013,-1,31/Jan/2022 00:07:52.000,,,**COMENT**                                      
1014,-1,31/Jan/2022 00:07:52.000,,,**COMENT**                                      
1015,-1,31/Jan/2022 00:07:52.000,,,**SEQUENCIA DE PARADA U17 - FIM**               
1016,-1,01/Feb/2022 00:10:00.000,,,CONDICOES INICIAIS U12 PARAD                    
1017,331,01/Feb/2022 00:20:00.000,,,SF6_60  .VAO_U12 SEC 96U12 A-36
1018,332,01/Feb/2022 00:20:00.000,,NAO,U12     .SUPERV/CONTR UN SINCRONIZADA
1019,333,01/Feb/2022 00:20:00.000,,SIM,U12     .AGUA_PURA AGUA PURA PRONTA P/OPERACAO
1020,334,01/Feb/2022 00:20:00.000,,DESLIG,U12     .AGUA_PURA BOMBA 1
1021,334,01/Feb/2022 00:20:00.000,,REARM,U12     .AGUA_PURA BOMBA 1 DISJ
1022,334,01/Feb/2022 00:20:00.000,,REARM,U12     .AGUA_PURA BOMBA 1 TENSAO 120 VCA CONTROLE
1023,335,01/Feb/2022 00:20:00.000,,FALHA,U12     .AGUA_PURA BOMBA 1 TENSAO 120 VCA CONTROLE
1024,336,01/Feb/2022 00:20:00.000,,NAO,U12     .AGUA_PURA LIBERACAO PARA EXCITACAO
1025,337,01/Feb/2022 00:20:00.000,,REARM,U12     .AGUA_PURA VALV AGUA BRUTA UMCC/DISJ
1026,337,01/Feb/2022 00:20:00.000,,NAO,U12     .AGUA_PURA VALV AGUA BRUTA TOTALMENTE ABERTA
1027,337,01/Feb/2022 00:20:00.000,,REARM,U12     .AGUA_PURA VALV AGUA BRUTA TENSAO 460VCA
1028,337,01/Feb/2022 00:20:00.000,,REARM,U12     .AGUA_PURA VALV AGUA BRUTA LIMITORQUE
1029,337,01/Feb/2022 00:20:00.000,,NAO,U12     .AGUA_PURA VALV AGUA BRUTA EM POSICAO ANORMAL
1030,337,01/Feb/2022 00:20:00.000,,FECHAD,U12     .AGUA_PURA VALV AGUA BRUTA
1031,338,01/Feb/2022 00:20:00.000,,REARM,U12     .AGUA_PURA VALV AGUA BRUTA UMCC/DISJ
1032,338,01/Feb/2022 00:20:00.000,,NAO,U12     .AGUA_PURA VALV AGUA BRUTA TOTALMENTE ABERTA
1033,338,01/Feb/2022 00:20:00.000,,REARM,U12     .AGUA_PURA VALV AGUA BRUTA TENSAO 460VCA
1034,338,01/Feb/2022 00:20:00.000,,REARM,U12     .AGUA_PURA VALV AGUA BRUTA LIMITORQUE
1035,338,01/Feb/2022 00:20:00.000,,NAO,U12     .AGUA_PURA VALV AGUA BRUTA EM POSICAO ANORMAL
1036,338,01/Feb/2022 00:20:00.000,,FECHAD,U12     .AGUA_PURA VALV AGUA BRUTA
1037,339,01/Feb/2022 00:20:00.000,,ABERTO,U12     .AUX_UNIDADE DISJ 52-1 UMCC-12
1038,339,01/Feb/2022 00:20:00.000,,REARM,U12     .AUX_UNIDADE DISJ 52-1 UMCC-12 DISP
1039,340,01/Feb/2022 00:20:00.000,,ATUADO,U12     .AUX_UNIDADE DISJ 52-2 UMCC-12 DISP
1040,340,01/Feb/2022 00:20:00.000,,FECHAD,U12     .AUX_UNIDADE DISJ 52-2 UMCC-12
1041,341,01/Feb/2022 00:20:00.000,,DESLIG,U12     .AUX_UNIDADE VENTILADOR 1 ANEL COLETOR
1042,342,01/Feb/2022 00:20:00.000,,NAO,U12     .EXCITACAO EXCITACAO CONECTADA
1043,343,01/Feb/2022 00:20:00.000,,SIM,U12     .EXCITACAO PRONTO PARA OPERACAO
1044,344,01/Feb/2022 00:20:00.000,,SIM,U12     .EXCITACAO REG TENS AUTO/MAN POSICAO VAZIO
1045,345,01/Feb/2022 00:20:00.000,,DESLIG,U12     .EXCITACAO SISTEMA RESFRIAMENTO
1046,346,01/Feb/2022 00:20:00.000,,REARM,U12     .GERADOR BOMBA 1 MANC ESC DISJ
1047,346,01/Feb/2022 00:20:00.000,,DESLIG,U12     .GERADOR BOMBA 1 MANC ESC
1048,347,01/Feb/2022 00:20:00.000,,DISP,U12     .GERADOR BOMBA 1 MANC ESC DISJ
1049,347,01/Feb/2022 00:20:00.000,,LIGADO,U12     .GERADOR BOMBA 1 MANC ESC
1050,348,01/Feb/2022 00:20:00.000,,SIM,U12     .GERADOR BOMBA MANC ESC OLEO PRESSAO NORMAL
1051,349,01/Feb/2022 00:20:00.000,,LIGADO,U12     .GERADOR RES AQUEC BASE INFERIOR ESTATOR
1052,350,01/Feb/2022 00:20:00.000,,LIGADO,U12     .GERADOR RESIST AQUEC REC GERADOR
1053,351,01/Feb/2022 00:20:00.000,,LIGADO,U12     .GERADOR RESIST AQUEC RECINTO ANEL COLETOR
1054,352,01/Feb/2022 00:20:00.000,,SIM,U12     .GERADOR UN COMANDO DE APLICAR FREIOS
1055,353,01/Feb/2022 00:20:00.000,,DESLIG,U12     .REG_VELOC BOMBA 1
1056,353,01/Feb/2022 00:20:00.000,,REARM,U12     .REG_VELOC BOMBA 1 INFILTRACAO DISJ
1057,353,01/Feb/2022 00:20:00.000,,MANUAL,U12     .REG_VELOC BOMBA 1/2 INFILTRACAO
1058,353,01/Feb/2022 00:20:00.000,,DESLIG,U12     .REG_VELOC BOMBA 1 INFILTRACAO
1059,353,01/Feb/2022 00:20:00.000,,REARM,U12     .REG_VELOC BOMBA 1 SOBRECORRENTE
1060,354,01/Feb/2022 00:20:00.000,,DESLIG,U12     .REG_VELOC BOMBA 2
1061,354,01/Feb/2022 00:20:00.000,,DESLIG,U12     .REG_VELOC BOMBA 2 INFILTRACAO
1062,354,01/Feb/2022 00:20:00.000,,REARM,U12     .REG_VELOC BOMBA 2 INFILTR TERMICO/SUBTENSAO
1063,354,01/Feb/2022 00:20:00.000,,REARM,U12     .REG_VELOC BOMBA 2 SOBRECORRENTE
1064,355,01/Feb/2022 00:20:00.000,,DESLIG,U12     .REG_VELOC BOMBA 3
1065,355,01/Feb/2022 00:20:00.000,,REARM,U12     .REG_VELOC BOMBA 3 SOBRECORRENTE
1066,356,01/Feb/2022 00:20:00.000,,SIM,U12     .REG_VELOC DISTRIBUIDOR FECHADO
1067,357,01/Feb/2022 00:20:00.000,,ABERT,U12     .REG_VELOC REALIMENTACAO
1068,358,01/Feb/2022 00:20:00.000,,Back,U12     .REG_VELOC TRAVA HIDRAULICA DISTRIBUIDOR
1069,359,01/Feb/2022 00:20:00.000,,,U12     .REG_VELOC VALV ISOLADORA 20QT
1070,360,01/Feb/2022 00:20:00.000,,PARADA,U12     .REG_VELOC VALV SOLENOIDE BA POSICAO
1071,361,01/Feb/2022 00:20:00.000,,PARADA,U12     .REG_VELOC VALV SOLENOIDE BB POSICAO
1072,362,01/Feb/2022 00:20:00.000,,NAO,U12     .REG_VELOC VELOC UNID MAIOR/IGUAL 80% V.NOM
1073,362,01/Feb/2022 00:20:00.000,,NAO,U12     .REG_VELOC VELOC UNID MAIOR/IGUAL 90% V.NOM
1074,362,01/Feb/2022 00:20:00.000,,NAO,U12     .REG_VELOC VELOC UNID MAIOR/IGUAL 110% V.NOM
1075,363,01/Feb/2022 00:20:00.000,,NAO,U12     .REG_VELOC VELOC UNID MAIOR/IGUAL 80% V.NOM
1076,363,01/Feb/2022 00:20:00.000,,NAO,U12     .REG_VELOC VELOC UNID MAIOR/IGUAL 90% V.NOM
1077,363,01/Feb/2022 00:20:00.000,,NAO,U12     .REG_VELOC VELOC UNID MAIOR/IGUAL 110% V.NOM
1078,364,01/Feb/2022 00:20:00.000,,SIM,U12     .REG_VELOC VELOC UNID MENOR/IGUAL 25% V.NOM
1079,364,01/Feb/2022 00:20:00.000,,SIM,U12     .REG_VELOC VELOC UNID MENOR/IGUAL 50% V.NOM
1080,365,01/Feb/2022 00:20:00.000,,SIM,U12     .REG_VELOC VELOC UNID MENOR/IGUAL 25% V.NOM
1081,365,01/Feb/2022 00:20:00.000,,SIM,U12     .REG_VELOC VELOC UNID MENOR/IGUAL 50% V.NOM
1082,366,01/Feb/2022 00:20:00.000,,SIM,U12     .SUPERV/CONTR AUXILIARES PARADA DESCONECTADOS
1083,367,01/Feb/2022 00:20:00.000,,SIM,U12     .SUPERV/CONTR CARG/FREQ AJUSTE POSICAO VAZIO
1084,368,01/Feb/2022 00:20:00.000,,NAO,U12     .SUPERV/CONTR UN PREPARACAO DE PARTIDA ACIONADA
1085,368,01/Feb/2022 00:20:00.000,,NAO,U12     .SUPERV/CONTR UN PREPARACAO DE PARTIDA COMPLETA
1086,369,01/Feb/2022 00:20:00.000,,SIM,U12     .SUPERV/CONTR UN PRONTA PARA OPERACAO
1087,369,01/Feb/2022 00:20:00.000,,SIM,U12     .SUPERV/CONTR UN PRONTA PARA SINCRONISMO
1088,370,01/Feb/2022 00:20:00.000,,SIM,U12     .SUPERV/CONTR UN TOTALMENTE PARADA
1089,371,01/Feb/2022 00:20:00.000,,FALHA,U12     .TU KT-12 TENSAO CA 460VCA
1090,372,01/Feb/2022 00:20:00.000,,FALHA,U12     .TU KT-12 TENSAO CA COMANDO FASES
1091,373,01/Feb/2022 00:20:00.000,,ANOR,U12     .TU TROCADOR CALOR PRINC AGUA FLUXO
1092,374,01/Feb/2022 00:20:00.000,,ANOR,U12     .TU TROCADOR CALOR PRINC AGUA FLUXO
1093,375,01/Feb/2022 00:20:00.000,,FECHAD,U12     .TURBINA VALVULA BORBOLETA 1
1094,376,01/Feb/2022 00:20:00.000,,ABERTO,U12     .TURBINA VALVULA BORBOLETA 1
1095,377,01/Feb/2022 00:20:00.000,,FECHAD,U12     .TURBINA VALVULA BORBOLETA 2
1096,378,01/Feb/2022 00:20:00.000,,ABERTO,U12     .TURBINA VALVULA BORBOLETA 2
1097,-1,01/Feb/2022 00:20:00.000,,,ANALOG PT.  U12     GERADOR FREQUENCIA          
1098,-1,01/Feb/2022 00:20:00.000,,,ANALOG PT.  U12     EXCITACAO POTENCIOMETRO AUTO
1099,-1,01/Feb/2022 00:20:00.000,,,ANALOG PT.  U12     EXCITACAO POTENCIOMETRO MANU
1100,-1,01/Feb/2022 00:20:00.000,,,ANALOG PT.  U12     GERADOR CORRENTE            
1101,-1,01/Feb/2022 00:20:00.000,,,ANALOG PT.  U12     GERADOR TENSAO RDV          
1102,-1,01/Feb/2022 00:20:00.000,,,ANALOG PT.  U12     REG_VELOC DISTRIBUIDOR POSIC
1103,-1,01/Feb/2022 00:20:02.000,,,* RESET PARA A PREPARACAO DE PARTIDA E PARTIDA *
1104,386,01/Feb/2022 00:20:02.000,,,SF6_60  .VAO_U13 SEC 96U13 A-38
1105,387,01/Feb/2022 00:20:02.000,,NAO,U13     .SUPERV/CONTR UN SINCRONIZADA
1106,388,01/Feb/2022 00:20:02.000,,SIM,U13     .AGUA_PURA AGUA PURA PRONTA P/OPERACAO
1107,389,01/Feb/2022 00:20:02.000,,DESLIG,U13     .AGUA_PURA BOMBA 1
1108,389,01/Feb/2022 00:20:02.000,,REARM,U13     .AGUA_PURA BOMBA 1 DISJ
1109,389,01/Feb/2022 00:20:02.000,,REARM,U13     .AGUA_PURA BOMBA 1 TENSAO 120 VCA CONTROLE
1110,390,01/Feb/2022 00:20:02.000,,DESLIG,U13     .AGUA_PURA BOMBA 1
1111,390,01/Feb/2022 00:20:02.000,,REARM,U13     .AGUA_PURA BOMBA 1 DISJ
1112,390,01/Feb/2022 00:20:02.000,,REARM,U13     .AGUA_PURA BOMBA 1 TENSAO 120 VCA CONTROLE
