,Event Flag,Event Time,Previous Event,Status,Tagname
376,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU RELE BUCHHOLZ BT-HO FASE B
377,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .EXCITACAO CROWBAR POSITIVO SOBRETENSAO
378,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .EXCITACAO FLASHING CAMPO TEMPO EXCESSIVO
379,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU RELE BUCHHOLZ BT-HO FASE C
380,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU VALV ALIVIO 1 FASE A
381,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU VALV ALIVIO 1 FASE B
382,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU VALV ALIVIO 1 FASE C
383,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU VALV ALIVIO 2 FASE A
384,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU VALV ALIVIO 2 FASE B
385,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU VALV ALIVIO 2 FASE C
386,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU RELE BUCHHOLZ FASE A DETECCAO GAS
387,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU RELE BUCHHOLZ FASE B DETECCAO GAS
388,245,31/Jan/2022 00:00:17.000,,FLEET,U17     .TU RELE BUCHHOLZ FASE C DETECCAO GAS
389,245,31/Jan/2022 00:00:17.000,,AUTO,U17     .EXCITACAO CONTROLE
390,245,31/Jan/2022 00:00:17.000,,ANOR,U17     .TU TROCADOR CALOR PRINC AGUA FLUXO
391,245,31/Jan/2022 00:00:17.000,,ANOR,U17     .TU TROCADOR CALOR SUPLEM AGUA FLUXO
392,245,31/Jan/2022 00:00:17.000,,IND,U17     .REG_VELOC REG_VELOC
393,245,31/Jan/2022 00:00:17.000,,IND,U17     .SUPERV/CONTR U17 MODO OPERAC TENSAO
394,245,31/Jan/2022 00:00:17.000,,ABERT,U17     .REG_VELOC REALIMENTACAO
395,245,31/Jan/2022 00:00:17.000,,LOCAL,U17     .GERADOR PAP CHAVE 43AP1
396,245,31/Jan/2022 00:00:17.000,,LOCAL,U17     .REG_VELOC PA CHAVE 43QP
397,245,31/Jan/2022 00:00:17.000,,LOCAL,U17     .SUPERV/CONTR CD-16/17 CHAVE 43LR
398,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE DISJ TAU
399,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR DISJ CONTROLE GGB
400,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO DISJ 120 VCA TEN TEP
401,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE DISJ 125VCC UMCC
402,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE DISJ CONTROLE 120 VCA UMCC
403,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE DISJ SAIDA UMCC
404,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR BOMBA 1 MANC ESC DISJ
405,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA VALV AERAC 1 DISJ
406,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA VALV AERAC 2 DISJ
407,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC BOMBA 1 INFILTRACAO DISJ
408,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO DISJ CB-28 CANAL AUTO NEGATIVO
409,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO DISJ CB-26 AUTO POSITIVO
410,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE DISJ MOTOR/CONTROLE/SINALIZ QV-09
411,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DISJ (Q01/02/21/22/51/61)
412,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DISJ CIRCUITO COMUM CC
413,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DISJ CIRC COMUM CA/DPB
414,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DISJ TENSAO CC (Q32/Q52)
415,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO DISJ CB-27 CONTROLE MANUAL
416,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU KT DISJUNTORES MOTOBOMBAS (Q11 A 14)
417,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU KT DISJ VALV BORBOLETA (Q41 A 44)
418,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DISJ TENSAO CA (Q15/Q31)
419,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU DISJ TENSAO CC (Q33/Q34)
420,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR BOMBA 2 MANC ESC DISJ
421,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE BOMBA TRANSFER OLEO MANC DISJ UMCC
422,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE DISJ F1 125 VCC UMCC-17
423,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE DISJ F2 125 VCC UMCC-17
424,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA BOMBA 1 DISJ
425,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA BOMBA 2 DISJ
426,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA VALV AGUA BRUTA UMCC/DISJ
427,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO DISJ CB29 SIST REFRIGERACAO
428,245,31/Jan/2022 00:00:17.000,,Back,U17     .REG_VELOC TRAVA HIDRAULICA DISTRIBUIDOR
429,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .REG_VELOC BOMBA 1/2 INFILTRACAO
430,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .TU TROCADOR CALOR CHAVE SELET FASE A
431,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .TU TROCADOR CALOR CHAVE SELET FASE B
432,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .TU TROCADOR CALOR CHAVE SELET FASE C
433,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .AGUA_PURA PWB CHAVE 43PW1
434,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .AGUA_PURA PWB CHAVE 43PW3
435,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .REG_VELOC CCAR CHAVE S3
436,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .REG_VELOC CHAVE 43SM SELECAO IGUALACAO VELOC
437,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .SUPERV/CONTR ULP CHAVE 43AM
438,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .TURBINA BOMBA 1/2/3 DRENAGEM
439,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .TURBINA PVA CHAVE B7A
440,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .TURBINA PVA CHAVE B7B
441,245,31/Jan/2022 00:00:17.000,,MANUAL,U17     .AUX_UNIDADE UMCC CHAVE SS1
442,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .GERADOR RES AQUEC BASE INFERIOR ESTATOR
443,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .GERADOR RESIST AQUEC REC GERADOR
444,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .GERADOR RESIST AQUEC RECINTO ANEL COLETOR
445,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .GERADOR BOMBA 1 MANC ESC
446,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .TURBINA BOMBA 1 DRENAGEM
447,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .REG_VELOC COMPRESSOR 1
448,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .REG_VELOC COMPRESSOR 2
449,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .GERADOR BOMBA 2 MANC ESC
450,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .TOMADA_DAGUA CHAVE CAE ABERTURA EXCEPCIONAL
451,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .AUX_UNIDADE TAU VENTILADORES
452,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .AGUA_PURA BOMBA 2
453,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .TURBINA BOMBA 2 DRENAGEM
454,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .REG_VELOC BOMBA 2 INFILTRACAO
455,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .TURBINA BOMBA 3 DRENAGEM
456,245,31/Jan/2022 00:00:17.000,,DESLIG,U17     .REG_VELOC BOMBA 1 INFILTRACAO
457,245,31/Jan/2022 00:00:17.000,,DESCON,U17     .SUPERV/CONTR ULP CHAVE 01PSS
458,245,31/Jan/2022 00:00:17.000,,PARADA,U17     .REG_VELOC VALV SOLENOIDE BB POSICAO
459,245,31/Jan/2022 00:00:17.000,,PARADA,U17     .REG_VELOC VALV SOLENOIDE BA POSICAO
460,245,31/Jan/2022 00:00:17.000,,NAO,U17     .REG_VELOC LIMIT DISTR POS 100% ABERTO
461,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR UN SINCRONIZADA
462,245,31/Jan/2022 00:00:17.000,,NAO,U17     .GERADOR FREIOS DESAPLICADOS
463,245,31/Jan/2022 00:00:17.000,,NAO,U17     .GERADOR CIRCUITO FREIOS EM SERVICIO
464,245,31/Jan/2022 00:00:17.000,,NAO,U17     .REG_VELOC VELOC UNID MAIOR/IGUAL 80% V.NOM
465,245,31/Jan/2022 00:00:17.000,,NAO,U17     .REG_VELOC VELOC UNID MAIOR/IGUAL 90% V.NOM
466,245,31/Jan/2022 00:00:17.000,,NAO,U17     .GERADOR VALV TRES VIAS POS FRENAGEM
467,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TOMADA_DAGUA AGUAS EQUILIBRADAS
468,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TOMADA_DAGUA COMPORTA TOTALMENTE ABERTA
469,245,31/Jan/2022 00:00:17.000,,NAO,U17     .AUX_UNIDADE DISJ 52-2 INSERIDO UMCC-17
470,245,31/Jan/2022 00:00:17.000,,NAO,U17     .AUX_UNIDADE DISJ 52-1 INSERIDO UMCC-17
471,245,31/Jan/2022 00:00:17.000,,NAO,U17     .EXCITACAO EXCITACAO CONECTADA
472,245,31/Jan/2022 00:00:17.000,,NAO,U17     .SUPERV/CONTR DISJ SAIDA CC NORMAIS ULP
473,245,31/Jan/2022 00:00:17.000,,NAO,U17     .AGUA_PURA BOMBA PRINCIPAL PARTIDA AUTOMATICA
474,245,31/Jan/2022 00:00:17.000,,NAO,U17     .AGUA_PURA VALV AGUA BRUTA TOTALMENTE ABERTA
475,245,31/Jan/2022 00:00:17.000,,NAO,U17     .AGUA_PURA LIBERACAO PARA EXCITACAO
476,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TURBINA VALVULA AERACAO EIXO ABERTA INDEVIDA
477,245,31/Jan/2022 00:00:17.000,,NAO,U17     .TOMADA_DAGUA COMPORTA ABERTA
478,245,31/Jan/2022 00:00:17.000,,NAO,U17     .REG_VELOC SISTEMA HIDRAULICO PRESSAO NORMAL
479,245,31/Jan/2022 00:00:17.000,,NAO,U17     .EXCITACAO ESTABILIZADOR POTENCIA PSS LIGADO
480,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .TURBINA VALV VEDACAO AUXILIAR
481,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .TURBINA VALVULA AERACAO EIXO
482,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .GERADOR FREIO CFM DISJUNTOR Q4
483,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .TU VALV MANUAL FASE C PAI
484,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .EXCITACAO DISJ CAMPO
485,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .AUX_UNIDADE DISJ 52-1 UMCC-17
486,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .TU VALV MANUAL FASE A PAI
487,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .TU VALV MANUAL FASE B PAI
488,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .AUX_UNIDADE SEC SIU
489,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .EXCITACAO SEC EIU
490,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .GERADOR SEC NEUTRO
491,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .TU VALV DE PROVA FASES A/B/C PAI
492,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .AUX_UNIDADE SEC 89.27 QTM-27
493,245,31/Jan/2022 00:00:17.000,,ABERTO,U17     .AUX_UNIDADE SEC 89.25 QTM-25
494,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR CIRC PROT UN TENSAO CC
495,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR ULP ANUNCIADOR
496,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR DISJ ABERTO OU TENSAO CC ULP-17
497,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR RESISTENCIA DE AQUECIMENTO
498,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR SINAL TENS SAIDA GERADOR
499,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR GERADOR 20HZ P/RELE 64SB
500,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO EC TENSAO CC
501,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TGC TENSAO AC
502,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR BARRA ULP TENSAO CC
503,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC DETETOR VELOCIDADE DH/DI
504,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC SOLENOIDE 1 (BA)
505,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC SOLENOIDE 2 (BB)
506,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR DISJ 72CB1 ABERTO ULP
507,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR DISJ 72CB2 ABERTO ULP
508,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR DISJ 72CB3 ABERTO ULP
509,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR ULP TENSAO CC
510,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA BATERIA 1 TENSAO CC
511,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA BATERIA 2 TENSAO CC
512,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA SOLENOIDES NAO ATUADOS
513,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA SOLENOIDE SD1/SD2/SD3/SD4
514,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA MOTOR 1 E 2 TENSAO CA
515,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO CANAL AUTO POSITIVO IMPULSOS
516,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO CANAL MANUAL IMPULSOS
517,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TENSAO AUXILIAR 48 V1/48V2
518,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO IMPULSOS INTERM AUTO NEGATIVO
519,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO IMPULSOS INTERM AUTO POSITIVO
520,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO IMPULSOS INTERM MANUAL
521,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO ESTABILIZADOR POTENCIA PSS
522,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO RESFRIAMENTO 1
523,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TRAFO FONTE EMERG TENSAO CC
524,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE UMCC 120 VCA TENSAO
525,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU KT-17 TENSAO CA COMANDO FASES
526,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TGA TENSAO CA
527,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TGA TENSAO CC
528,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC PA TENSAO CC
529,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO RESFRIAMENTO 2
530,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO RESFRIAMENTO 3
531,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TIRISTORES G1.1 (PONTE+)
532,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TIRISTORES G1.2 (PONTE+)
533,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TENSAO M-AN-AP1-AP2-P1-P2
534,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO RELE TERRA ROTOR TENSAO
535,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TIRISTORES G1.3 (PONTE+)
536,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TIRISTORES G1.4 (PONTE+)
537,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TIRISTORES G1.5 (PONTE+)
538,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TIRISTORES G1.6 (PONTE+)
539,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TIRISTORES G1.7 (PONTE-)
540,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TIRISTORES G1.8 (PONTE-)
541,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC CCAR TENSAO 125VCC
542,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU PAI-17 TENSAO 125VCC OU 24VCC
543,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE DISJ 52-2 TENSAO ENTRADA UMCC-17
544,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE QV-09 TENSAO 125VCC
545,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU CIRC AGUA FASE C
546,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU KT-17 ANN TENSAO CC URG
547,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU KT-17 TENSAO CA 460VCA
548,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TRANSFER PARA CONTROLE MANUAL
549,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU KT-17 TENSAO CA COMANDO COMUM
550,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO SISTEMA REFRIGERACAO PARADA
551,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU COMUTADOR TAP/NIV CAIXA TENSAO CC
552,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU CIRC OLEO FASE A
553,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU CIRC OLEO FASE B
554,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU CIRC OLEO FASE C
555,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU CIRC AGUA FASE A
556,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU CIRC AGUA FASE B
557,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU VALV DILUV CIRCUITO DISPARO
558,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TIRISTOR TENSAO SUPERVISAO
559,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR PAP TENSAO CONTROLE 125VCC
560,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA TAMPA AGUA NIVEL SUPERVISAO
561,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU SMT-17 BUCHA SUPERVISAO
562,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC INDICADORES DIGITAIS
563,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC GTB-3 ALIMENTACAO 125VCC
564,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC GTB-3 ALIMENTACAO 220VCA
565,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA INDICADOR DIGITAL
566,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU KT-17 TENSAO CC CONT/SUPERV FASES
567,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU KT-17 TENSAO CC CONT/SUPERV COMUM
568,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TGA TENSAO 24VCC CONV-1/CONV-2
569,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU KT-17 ANN TENSAO CA SUPERV
570,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TU KT-17 TENSAO CC ALARME/TRIP FASES
571,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA LIP TENSAO CC
572,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE FLUXOMETROS DE AGUA DE RESFRIAM GGB
573,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA FLUXOMETROS DE AGUA DE RESFRIAMENTO LIP
574,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE QTM-27 TENSAO 125VCC
575,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA VALV AGUA BRUTA TENSAO 460VCA
576,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA BOMBA 2 TENSAO 120 VCA CONTROLE
577,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA BOMBA 1 TENSAO 120 VCA CONTROLE
578,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AGUA_PURA TENSAO 125VCC
579,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR GGB INDICADOR DIGITAL
580,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE QTM-25 TENSAO 125VCC
581,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE KK TENSAO CA CONTROLE
582,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA PVA ALIMENTACAO 24VCC
583,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR PAP BOMBA 2 TENSAO 460VCA
584,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ AR/OLEO PRESSAO ALTA
585,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR RELE 86E ULP-17
586,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TOMADA_DAGUA RELE 86M ULP-17
587,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR RELE 86N ULP-17
588,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR RELE 05 PARADA NORMAL S/BLOQUEIO
589,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI AGUA RESFRIAMENTO FLUXO BAIXO
590,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR VALV 03VM TENSAO CA /TERMICO
591,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA VALV AERAC AGUA TUBULACAO AR
592,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI OLEO NIVEL MUITO BAIXO
593,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC AGUA RESFRIAMENTO FLUXO BAIXO
594,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI AGUA RESFRI FLUXO MUITO BAIXO
595,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC AGUA FLUXO MUITO BAIXO
596,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MGS AGUA RESFRI FLUXO MUITO BAIXO
597,245,31/Jan/2022 00:00:17.000,,REARM,U17     .REG_VELOC TQ AR/OLEO NIVEL MUITO BAIXO (2)
598,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC METAL TEMPERATURA ALTA
599,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC METAL TEMP MUITO ALTA
600,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MGS OLEO TEMPERATURA ALTA
601,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MGS OLEO TEMPERATURA MUITO ALTA
602,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TAU TEMPERATURA ALTA 2a ETAPA
603,245,31/Jan/2022 00:00:17.000,,REARM,U17     .AUX_UNIDADE TAU TEMPERATURA ALTA 1a ETAPA
604,245,31/Jan/2022 00:00:17.000,,REARM,U17     .SUPERV/CONTR TEMPO TOTAL PARADA EXCEDIDO
605,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR TEMPO APLIC FREIOS EXCEDIDO
606,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR RADIADOR AGUA FLUXO BAIXO
607,245,31/Jan/2022 00:00:17.000,,REARM,U17     .ANT_INCENDIO UG CO2 DET. TERMICO E FUMACA TRIP
608,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO TEN TEP TEMPERATURA ALTA 1a ETAPA
609,245,31/Jan/2022 00:00:17.000,,REARM,U17     .EXCITACAO RELE 40 PROT BLOQUEADA FALTA ALIM
610,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MGS AGUA RESFRIAMENTO FLUXO BAIXO
611,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA PINO CIZALHAMENTO QUEBRADO
612,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA PALHETAS DESCONJUGADAS
613,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA TAMPA AGUA NIVEL ALTO
614,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA ANEL VED AGUA FLUXO BAIXO
615,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI OLEO TEMPERATURA ALTA
616,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI OLEO TEMPERATURA MUITO ALTA
617,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI METAL TEMPERATURA ALTA
618,245,31/Jan/2022 00:00:17.000,,REARM,U17     .TURBINA MGI METAL TEMPERATURA MUITO ALTA
619,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC OLEO TEMPERATURA ALTA
620,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC OLEO TEMP MUITO ALTA
621,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC GUIA METAL TEMP ALTA
622,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC GUIA METAL TEMP MUITO ALTA
623,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MGS METAL TEMPERATURA ALTA
624,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MGS METAL TEMPERATURA MUITO ALTA
625,245,31/Jan/2022 00:00:17.000,,REARM,U17     .GERADOR MANC ESC AGUA FLUXO BAIXO
