Index,Start Time,Stop Time,Event,Description,Active
466,02/Feb/2022 00:10:00,,STATUS PT.  U09     AUX_UNIDAD INT 52-1 UMCC-09 ,IS PLACED IN THE OPEN STATE                     ,Yes
467,02/Feb/2022 00:10:00,,STATUS PT.  U09     AUX_UNIDAD INT 52-2 UMCC-09 ,IS PLACED IN CLOSED STATE                       ,Yes
468,02/Feb/2022 00:10:00,,STATUS PT.  U09     EXCITACION EXCITACION CONECT,IS PLACED IN THE OPEN STATE                     ,Yes
469,02/Feb/2022 00:10:00,,STATUS PT.  U09     EXCITACION REG TENS AUTO/MAN,IS PLACED IN CLOSED STATE                       ,Yes
470,02/Feb/2022 00:10:00,,STATUS PT.  U09     EXCITACION SISTEMA ENFRIAMIE,IS PLACED IN THE OPEN STATE                     ,Yes
471,02/Feb/2022 00:10:00,,STATUS PT.  U09     GENERADOR BOMBA COJ EMP ACEI,IS PLACED IN THE OPEN STATE                     ,Yes
472,02/Feb/2022 00:10:00,,STATUS PT.  U09     GENERADOR BOMBA COJ EMP ACEI,IS PLACED IN CLOSED STATE                       ,Yes
473,02/Feb/2022 00:10:00,,STATUS PT.  U09     GENERADOR FRENOS APLICADOS  ,IS PLACED IN THE OPEN STATE                     ,Yes
474,02/Feb/2022 00:10:00,,STATUS PT.  U09     GENERADOR FRENOS DESAPLICADO,IS PLACED IN CLOSED STATE                       ,Yes
475,02/Feb/2022 00:10:00,,STATUS PT.  U09     REG_VELOC BOMBA 2           ,IS PLACED IN THE OPEN STATE                     ,Yes
476,02/Feb/2022 00:10:00,,STATUS PT.  U09     REG_VELOC BOMBA 3           ,IS PLACED IN THE OPEN STATE                     ,Yes
477,02/Feb/2022 00:10:00,,STATUS PT.  U09     REG_VELOC DISTRIBUIDOR CERRA,IS PLACED IN CLOSED STATE                       ,Yes
478,02/Feb/2022 00:10:00,,STATUS PT.  U09     REG_VELOC TRABA HIDRAULICA D,IS PLACED IN THE OPEN STATE                     ,Yes
479,02/Feb/2022 00:10:00,,STATUS PT.  U09     REG_VELOC VALV AISLADORA 20Q,IS PLACED IN THE OPEN STATE                     ,Yes
480,02/Feb/2022 00:10:00,,STATUS PT.  U09     REG_VELOC VALV SOLENOIDE BA ,IS PLACED IN THE OPEN STATE                     ,Yes
481,02/Feb/2022 00:10:00,,STATUS PT.  U09     REG_VELOC VALV SOLENOIDE BB ,IS PLACED IN THE OPEN STATE                     ,Yes
482,02/Feb/2022 00:10:00,,STATUS PT.  U09     REG_VELOC VELOC UNID MAYOR/I,IS PLACED IN THE OPEN STATE                     ,Yes
483,02/Feb/2022 00:10:00,,STATUS PT.  U09     REG_VELOC VELOC UNID MAYOR/I,IS PLACED IN THE OPEN STATE                     ,Yes
484,02/Feb/2022 00:10:00,,STATUS PT.  U09     REG_VELOC VELOC UNID MENOR/I,IS PLACED IN CLOSED STATE                       ,Yes
485,02/Feb/2022 00:10:00,,STATUS PT.  U09     SUPERV/CONTR AUXILIARES PARA,IS PLACED IN CLOSED STATE                       ,Yes
486,02/Feb/2022 00:10:00,,STATUS PT.  U09     SUPERV/CONTR CARG/FREC AJUST,IS PLACED IN CLOSED STATE                       ,Yes
487,02/Feb/2022 00:10:00,,STATUS PT.  U09     SUPERV/CONTR TIEMPO TOTAL PA,IS PLACED IN THE OPEN STATE                     ,Yes
488,02/Feb/2022 00:10:00,,STATUS PT.  U09     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN THE OPEN STATE                     ,Yes
489,02/Feb/2022 00:10:00,,STATUS PT.  U09     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN CLOSED STATE                       ,Yes
490,02/Feb/2022 00:10:00,,STATUS PT.  U09     SUPERV/CONTR UN INICIO DE MO,IS PLACED IN THE OPEN STATE                     ,Yes
491,02/Feb/2022 00:10:00,,STATUS PT.  U09     SUPERV/CONTR UN LISTO PARA O,IS PLACED IN CLOSED STATE                       ,Yes
492,02/Feb/2022 00:10:00,,STATUS PT.  U09     SUPERV/CONTR UN PREPARACION ,IS PLACED IN THE OPEN STATE                     ,Yes
493,02/Feb/2022 00:10:00,,STATUS PT.  U09     SUPERV/CONTR UN TOTALMENTE P,IS PLACED IN CLOSED STATE                       ,Yes
494,02/Feb/2022 00:10:00,,STATUS PT.  U09     TU CAMBIADOR CALOR PRINC AGU,IS PLACED IN THE OPEN STATE                     ,Yes
495,02/Feb/2022 00:10:00,,STATUS PT.  U09     TU CAMBIADOR CALOR PRINC AGU,IS PLACED IN THE OPEN STATE                     ,Yes
496,02/Feb/2022 00:10:00,,STATUS PT.  U16     AGUA_PURA AGUA PURA PRONTA P,IS PLACED IN CLOSED STATE                       ,Yes
497,02/Feb/2022 00:10:00,02/Feb/2022 00:10:02,STATUS PT.  U16     AGUA_PURA BOMBA 1           ,IS PLACED IN THE OPEN STATE                     ,Yes
498,02/Feb/2022 00:10:00,02/Feb/2022 00:10:02,STATUS PT.  U16     AGUA_PURA BOMBA 1 TENSAO 120,IS PLACED IN CLOSED STATE                       ,Yes
499,02/Feb/2022 00:10:00,,STATUS PT.  U16     AGUA_PURA LIBERACAO PARA EXC,IS PLACED IN THE OPEN STATE                     ,Yes
500,02/Feb/2022 00:10:00,,STATUS PT.  U16     AGUA_PURA VALV AGUA BRUTA   ,IS PLACED IN THE OPEN STATE                     ,Yes
501,02/Feb/2022 00:10:00,,STATUS PT.  U16     AGUA_PURA VALV AGUA BRUTA   ,IS PLACED IN THE OPEN STATE                     ,Yes
502,02/Feb/2022 00:10:00,,STATUS PT.  U16     AUX_UNIDADE DISJ 52-1 UMCC-1,IS PLACED IN THE OPEN STATE                     ,Yes
503,02/Feb/2022 00:10:00,,STATUS PT.  U16     AUX_UNIDADE DISJ 52-2 UMCC-1,IS PLACED IN CLOSED STATE                       ,Yes
504,02/Feb/2022 00:10:00,02/Feb/2022 00:10:02,STATUS PT.  U16     AUX_UNIDADE VENTILADOR 1 ANE,IS PLACED IN THE OPEN STATE                     ,Yes
505,02/Feb/2022 00:10:00,,STATUS PT.  U16     EXCITACAO EXCITACAO CONECTAD,IS PLACED IN THE OPEN STATE                     ,Yes
506,02/Feb/2022 00:10:00,,STATUS PT.  U16     EXCITACAO PRONTO PARA OPERAC,IS PLACED IN CLOSED STATE                       ,Yes
507,02/Feb/2022 00:10:00,,STATUS PT.  U16     EXCITACAO REG TENS AUTO/MAN ,IS PLACED IN CLOSED STATE                       ,Yes
508,02/Feb/2022 00:10:00,,STATUS PT.  U16     EXCITACAO SISTEMA RESFRIAMEN,IS PLACED IN THE OPEN STATE                     ,Yes
509,02/Feb/2022 00:10:00,02/Feb/2022 00:10:02,STATUS PT.  U16     GERADOR BOMBA 1 MANC ESC    ,IS PLACED IN THE OPEN STATE                     ,Yes
510,02/Feb/2022 00:10:00,02/Feb/2022 00:17:52,STATUS PT.  U16     GERADOR BOMBA 1 MANC ESC    ,IS PLACED IN CLOSED STATE                       ,Yes
511,02/Feb/2022 00:10:00,02/Feb/2022 00:17:46,STATUS PT.  U16     GERADOR BOMBA MANC ESC OLEO ,IS PLACED IN CLOSED STATE                       ,Yes
512,02/Feb/2022 00:10:00,,STATUS PT.  U16     GERADOR RES AQUEC BASE INFER,IS PLACED IN CLOSED STATE                       ,Yes
513,02/Feb/2022 00:10:00,,STATUS PT.  U16     GERADOR RESIST AQUEC REC GER,IS PLACED IN CLOSED STATE                       ,Yes
514,02/Feb/2022 00:10:00,,STATUS PT.  U16     GERADOR RESIST AQUEC RECINTO,IS PLACED IN CLOSED STATE                       ,Yes
515,02/Feb/2022 00:10:00,02/Feb/2022 00:12:39,STATUS PT.  U16     GERADOR UN COMANDO DE APLICA,IS PLACED IN CLOSED STATE                       ,Yes
516,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC BOMBA 1           ,IS PLACED IN THE OPEN STATE                     ,Yes
517,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC BOMBA 2           ,IS PLACED IN THE OPEN STATE                     ,Yes
518,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC BOMBA 3           ,IS PLACED IN THE OPEN STATE                     ,Yes
519,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC DISTRIBUIDOR FECHA,IS PLACED IN CLOSED STATE                       ,Yes
520,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC REALIMENTACAO     ,IS PLACED IN THE OPEN STATE                     ,Yes
521,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC TRAVA HIDRAULICA D,IS PLACED IN THE OPEN STATE                     ,Yes
522,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC VALV ISOLADORA 20Q,IS PLACED IN THE OPEN STATE                     ,Yes
523,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC VALV SOLENOIDE BA ,IS PLACED IN THE OPEN STATE                     ,Yes
524,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC VALV SOLENOIDE BB ,IS PLACED IN THE OPEN STATE                     ,Yes
525,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC VELOC UNID MAIOR/I,IS PLACED IN THE OPEN STATE                     ,Yes
526,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC VELOC UNID MAIOR/I,IS PLACED IN THE OPEN STATE                     ,Yes
527,02/Feb/2022 00:10:00,02/Feb/2022 00:10:29,STATUS PT.  U16     REG_VELOC VELOC UNID MENOR/I,IS PLACED IN CLOSED STATE                       ,Yes
528,02/Feb/2022 00:10:00,,STATUS PT.  U16     REG_VELOC VELOC UNID MENOR/I,IS PLACED IN CLOSED STATE                       ,Yes
529,02/Feb/2022 00:10:00,,STATUS PT.  U16     SUPERV/CONTR AUXILIARES PARA,IS PLACED IN CLOSED STATE                       ,Yes
530,02/Feb/2022 00:10:00,,STATUS PT.  U16     SUPERV/CONTR CARG/FREQ AJUST,IS PLACED IN CLOSED STATE                       ,Yes
531,02/Feb/2022 00:10:00,,STATUS PT.  U16     SUPERV/CONTR UN PREPARACAO D,IS PLACED IN THE OPEN STATE                     ,Yes
532,02/Feb/2022 00:10:00,,STATUS PT.  U16     SUPERV/CONTR UN PRONTA PARA ,IS PLACED IN CLOSED STATE                       ,Yes
533,02/Feb/2022 00:10:00,,STATUS PT.  U16     SUPERV/CONTR UN TOTALMENTE P,IS PLACED IN CLOSED STATE                       ,Yes
534,02/Feb/2022 00:10:00,02/Feb/2022 00:10:02,STATUS PT.  U16     TU KT-16 TENSAO CA 460VCA   ,IS PLACED IN CLOSED STATE                       ,Yes
535,02/Feb/2022 00:10:00,02/Feb/2022 00:10:02,STATUS PT.  U16     TU KT-16 TENSAO CA COMANDO F,IS PLACED IN CLOSED STATE                       ,Yes
536,02/Feb/2022 00:10:00,,STATUS PT.  U16     TU TROCADOR CALOR PRINC AGUA,IS PLACED IN THE OPEN STATE                     ,Yes
537,02/Feb/2022 00:10:00,02/Feb/2022 00:10:02,STATUS PT.  U16     TU TROCADOR CALOR PRINC AGUA,IS PLACED IN THE OPEN STATE                     ,Yes
538,02/Feb/2022 00:10:00,,STATUS PT.  U16     TURBINA VALVULA BORBOLETA 1 ,IS PLACED IN THE OPEN STATE                     ,Yes
539,02/Feb/2022 00:10:00,02/Feb/2022 00:10:02,STATUS PT.  U16     TURBINA VALVULA BORBOLETA 1 ,IS PLACED IN CLOSED STATE                       ,Yes
540,02/Feb/2022 00:10:00,,STATUS PT.  U16     TURBINA VALVULA BORBOLETA 2 ,IS PLACED IN THE OPEN STATE                     ,Yes
541,02/Feb/2022 00:10:00,02/Feb/2022 00:10:02,STATUS PT.  U16     TURBINA VALVULA BORBOLETA 2 ,IS PLACED IN CLOSED STATE                       ,Yes
542,02/Feb/2022 00:10:00,,STATUS PT.  U17     AGUA_PURA VALV AGUA BRUTA   ,IS PLACED IN THE OPEN STATE                     ,Yes
543,02/Feb/2022 00:10:00,,STATUS PT.  U17     AGUA_PURA VALV AGUA BRUTA   ,IS PLACED IN THE OPEN STATE                     ,Yes
544,02/Feb/2022 00:10:00,,STATUS PT.  U17     AUX_UNIDADE DISJ 52-2 UMCC-1,IS PLACED IN CLOSED STATE                       ,Yes
545,02/Feb/2022 00:10:00,,STATUS PT.  U17     AUX_UNIDADE DISJ 52-2 UMCC-1,IS PLACED IN CLOSED STATE                       ,Yes
546,02/Feb/2022 00:10:00,,STATUS PT.  U17     EXCITACAO EXCITACAO CONECTAD,IS PLACED IN THE OPEN STATE                     ,Yes
547,02/Feb/2022 00:10:00,,STATUS PT.  U17     EXCITACAO REG TENS AUTO/MAN ,IS PLACED IN CLOSED STATE                       ,Yes
548,02/Feb/2022 00:10:00,,STATUS PT.  U17     EXCITACAO REG TENS AUTO/MAN ,IS PLACED IN CLOSED STATE                       ,Yes
549,02/Feb/2022 00:10:00,,STATUS PT.  U17     EXCITACAO SISTEMA RESFRIAMEN,IS PLACED IN THE OPEN STATE                     ,Yes
550,02/Feb/2022 00:10:00,,STATUS PT.  U17     EXCITACAO SISTEMA RESFRIAMEN,IS PLACED IN THE OPEN STATE                     ,Yes
551,02/Feb/2022 00:10:00,,STATUS PT.  U17     REG_VELOC BOMBA 2           ,IS PLACED IN THE OPEN STATE                     ,Yes
552,02/Feb/2022 00:10:00,,STATUS PT.  U17     REG_VELOC BOMBA 2           ,IS PLACED IN THE OPEN STATE                     ,Yes
553,02/Feb/2022 00:10:00,,STATUS PT.  U17     REG_VELOC BOMBA 3           ,IS PLACED IN THE OPEN STATE                     ,Yes
554,02/Feb/2022 00:10:00,,STATUS PT.  U17     REG_VELOC BOMBA 3           ,IS PLACED IN THE OPEN STATE                     ,Yes
555,02/Feb/2022 00:10:00,,STATUS PT.  U17     REG_VELOC DISTRIBUIDOR FECHA,IS PLACED IN CLOSED STATE                       ,Yes
556,02/Feb/2022 00:10:00,,STATUS PT.  U17     REG_VELOC VALV SOLENOIDE BA ,IS PLACED IN THE OPEN STATE                     ,Yes
557,02/Feb/2022 00:10:00,,STATUS PT.  U17     REG_VELOC VALV SOLENOIDE BA ,IS PLACED IN THE OPEN STATE                     ,Yes
558,02/Feb/2022 00:10:00,,STATUS PT.  U17     REG_VELOC VALV SOLENOIDE BB ,IS PLACED IN THE OPEN STATE                     ,Yes
559,02/Feb/2022 00:10:00,,STATUS PT.  U17     REG_VELOC VALV SOLENOIDE BB ,IS PLACED IN THE OPEN STATE                     ,Yes
560,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR AUXILIARES PARA,IS PLACED IN CLOSED STATE                       ,Yes
561,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR AUXILIARES PARA,IS PLACED IN CLOSED STATE                       ,Yes
562,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR CARG/FREQ AJUST,IS PLACED IN CLOSED STATE                       ,Yes
563,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR CARG/FREQ AJUST,IS PLACED IN CLOSED STATE                       ,Yes
564,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN CLOSED STATE                       ,Yes
565,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN CLOSED STATE                       ,Yes
566,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN CLOSED STATE                       ,Yes
567,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN CLOSED STATE                       ,Yes
568,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR UN PRONTA PARA ,IS PLACED IN CLOSED STATE                       ,Yes
569,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR UN PRONTA PARA ,IS PLACED IN CLOSED STATE                       ,Yes
570,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR UN TOTALMENTE P,IS PLACED IN CLOSED STATE                       ,Yes
571,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR UN TOTALMENTE P,IS PLACED IN CLOSED STATE                       ,Yes
572,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR UN TOTALMENTE P,IS PLACED IN CLOSED STATE                       ,Yes
573,02/Feb/2022 00:10:00,,STATUS PT.  U17     SUPERV/CONTR UN TOTALMENTE P,IS PLACED IN CLOSED STATE                       ,Yes
574,02/Feb/2022 00:10:00,,STATUS PT.  U17     TU TROCADOR CALOR PRINC AGUA,IS PLACED IN THE OPEN STATE                     ,Yes
575,02/Feb/2022 00:10:00,,STATUS PT.  U17     TU TROCADOR CALOR PRINC AGUA,IS PLACED IN THE OPEN STATE                     ,Yes
576,02/Feb/2022 00:10:00,,STATUS PT.  U9A     AUX_UNIDAD INT 52-2 ABIERTO/,IS PLACED IN CLOSED STATE                       ,Yes
577,02/Feb/2022 00:10:00,,STATUS PT.  U9A     EXCITACION EXCITACION CONECT,IS PLACED IN THE OPEN STATE                     ,Yes
578,02/Feb/2022 00:10:00,,STATUS PT.  U9A     EXCITACION REG TENS AUTO/MAN,IS PLACED IN CLOSED STATE                       ,Yes
579,02/Feb/2022 00:10:00,,STATUS PT.  U9A     REG_VELOC BOMBA 2           ,IS PLACED IN THE OPEN STATE                     ,Yes
580,02/Feb/2022 00:10:00,,STATUS PT.  U9A     REG_VELOC BOMBA 3           ,IS PLACED IN THE OPEN STATE                     ,Yes
581,02/Feb/2022 00:10:00,,STATUS PT.  U9A     REG_VELOC DISTRIBUIDOR CERRA,IS PLACED IN CLOSED STATE                       ,Yes
582,02/Feb/2022 00:10:00,,STATUS PT.  U9A     REG_VELOC PRIN/RET AJUSTE CA,IS PLACED IN CLOSED STATE                       ,Yes
583,02/Feb/2022 00:10:00,,STATUS PT.  U9A     REG_VELOC TRABA HIDRAULICA D,IS PLACED IN CLOSED STATE                       ,Yes
584,02/Feb/2022 00:10:00,,STATUS PT.  U9A     REG_VELOC UNIDAD IGUAL 0% VN,IS PLACED IN CLOSED STATE                       ,Yes
585,02/Feb/2022 00:10:00,,STATUS PT.  U9A     REG_VELOC VALV SOLENOIDE BA ,IS PLACED IN THE OPEN STATE                     ,Yes
586,02/Feb/2022 00:10:00,,STATUS PT.  U9A     REG_VELOC VALV SOLENOIDE BB ,IS PLACED IN THE OPEN STATE                     ,Yes
587,02/Feb/2022 00:10:00,,STATUS PT.  U9A     REG_VELOC VELOC UNIDAD MENOR,IS PLACED IN CLOSED STATE                       ,Yes
588,02/Feb/2022 00:10:00,,STATUS PT.  U9A     SUPERV/CONTR AUXILIARES PARA,IS PLACED IN CLOSED STATE                       ,Yes
589,02/Feb/2022 00:10:00,,STATUS PT.  U9A     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN CLOSED STATE                       ,Yes
590,02/Feb/2022 00:10:00,,STATUS PT.  U9A     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN CLOSED STATE                       ,Yes
591,02/Feb/2022 00:10:00,,STATUS PT.  U9A     SUPERV/CONTR UN COMANDO DE P,IS PLACED IN CLOSED STATE                       ,Yes
592,02/Feb/2022 00:10:00,,STATUS PT.  U9A     SUPERV/CONTR UN LISTO PARA O,IS PLACED IN CLOSED STATE                       ,Yes
593,02/Feb/2022 00:10:00,,STATUS PT.  U9A     SUPERV/CONTR UN TOTALMENTE P,IS PLACED IN CLOSED STATE                       ,Yes
594,02/Feb/2022 00:10:00,,STATUS PT.  U9A     TU INTERCAMBIADORES PRINCIPA,IS PLACED IN THE OPEN STATE                     ,Yes
595,02/Feb/2022 00:10:00,,ANALOG PT.  U09     GENERADOR FRECUENCIA        ,IS SET TO     46.0000                           ,Yes
596,02/Feb/2022 00:10:00,,ANALOG PT.  U16     GERADOR FREQUENCIA          ,IS SET TO OVERRIDE VALUE     46.0000            ,Yes
597,02/Feb/2022 00:10:00,,ANALOG PT.  U09     EXCITACION POTENCIOMETRO AUT,IS SET TO      0.0000                           ,Yes
598,02/Feb/2022 00:10:00,,ANALOG PT.  U09     EXCITACION POTENCIOMETRO MAN,IS SET TO      0.0000                           ,Yes
599,02/Feb/2022 00:10:00,,ANALOG PT.  U09     GENERADOR CORRIENTE         ,IS SET TO      0.0000                           ,Yes
600,02/Feb/2022 00:10:00,,ANALOG PT.  U09     REG_VELOC AJUSTE DE CARGA/FR,IS SET TO      0.0000                           ,Yes
601,02/Feb/2022 00:10:00,,ANALOG PT.  U09     REG_VELOC DISTRIBUIDOR POSIC,IS SET TO      0.0000                           ,Yes
602,02/Feb/2022 00:10:00,,ANALOG PT.  U09     REG_VELOC VELOCIDAD DE LA UN,IS SET TO      0.0000                           ,Yes
603,02/Feb/2022 00:10:00,,ANALOG PT.  U16     EXCITACAO POTENCIOMETRO AUTO,IS SET TO      0.0000                           ,Yes
604,02/Feb/2022 00:10:00,,ANALOG PT.  U16     EXCITACAO POTENCIOMETRO MANU,IS SET TO      0.0000                           ,Yes
605,02/Feb/2022 00:10:00,,ANALOG PT.  U16     GERADOR CORRENTE            ,IS SET TO      0.0000                           ,Yes
606,02/Feb/2022 00:10:00,,ANALOG PT.  U16     GERADOR TENSAO RDV          ,IS SET TO OVERRIDE VALUE      0.0000            ,Yes
607,02/Feb/2022 00:10:00,,ANALOG PT.  U16     REG_VELOC DISTRIBUIDOR POSIC,IS SET TO      0.0000                           ,Yes
608,02/Feb/2022 00:10:00,,ANALOG PT.  U16     REG_VELOC VELOCIDADE DA UNID,IS SET TO      0.0000                           ,Yes
